geometry,polylines,id,city,object,type,lat,lon,count_people
"POLYGON ((39.7150844209355 43.64962408665276, 39.71830985356285 43.653635894680015, 39.71494334288287 43.657899820642484, 39.708350819062964 43.65815189417802, 39.70512547599206 43.654139882452284, 39.708492567113396 43.649876000894146, 39.7150844209355 43.64962408665276))","[(43.64962408665276, 39.7150844209355), (43.653635894680015, 39.71830985356285), (43.657899820642484, 39.71494334288287), (43.65815189417802, 39.708350819062964), (43.654139882452284, 39.70512547599206), (43.649876000894146, 39.708492567113396), (43.64962408665276, 39.7150844209355)]",98,Сочи,building,house,43.65489210004378,39.70757961428889,3
"POLYGON ((39.7150844209355 43.64962408665276, 39.71830985356285 43.653635894680015, 39.71494334288287 43.657899820642484, 39.708350819062964 43.65815189417802, 39.70512547599206 43.654139882452284, 39.708492567113396 43.649876000894146, 39.7150844209355 43.64962408665276))","[(43.64962408665276, 39.7150844209355), (43.653635894680015, 39.71830985356285), (43.657899820642484, 39.71494334288287), (43.65815189417802, 39.708350819062964), (43.654139882452284, 39.70512547599206), (43.649876000894146, 39.708492567113396), (43.64962408665276, 39.7150844209355)]",98,Сочи,building,house,43.65505758897375,39.70607776098314,3
"POLYGON ((39.7150844209355 43.64962408665276, 39.71830985356285 43.653635894680015, 39.71494334288287 43.657899820642484, 39.708350819062964 43.65815189417802, 39.70512547599206 43.654139882452284, 39.708492567113396 43.649876000894146, 39.7150844209355 43.64962408665276))","[(43.64962408665276, 39.7150844209355), (43.653635894680015, 39.71830985356285), (43.657899820642484, 39.71494334288287), (43.65815189417802, 39.708350819062964), (43.654139882452284, 39.70512547599206), (43.649876000894146, 39.708492567113396), (43.64962408665276, 39.7150844209355)]",98,Сочи,building,house,43.655069953916424,39.7065682761148,3
"POLYGON ((39.7150844209355 43.64962408665276, 39.71830985356285 43.653635894680015, 39.71494334288287 43.657899820642484, 39.708350819062964 43.65815189417802, 39.70512547599206 43.654139882452284, 39.708492567113396 43.649876000894146, 39.7150844209355 43.64962408665276))","[(43.64962408665276, 39.7150844209355), (43.653635894680015, 39.71830985356285), (43.657899820642484, 39.71494334288287), (43.65815189417802, 39.708350819062964), (43.654139882452284, 39.70512547599206), (43.649876000894146, 39.708492567113396), (43.64962408665276, 39.7150844209355)]",98,Сочи,building,house,43.656144424702845,39.70823920333542,3
"POLYGON ((39.8957591146878 43.45227429741446, 39.89910372108683 43.448002277857896, 39.90567025485617 43.447743704261136, 39.90889284712179 43.45175698784582, 39.90554882166666 43.45602904960948, 39.898981622931814 43.45628778558607, 39.8957591146878 43.45227429741446))","[(43.45227429741446, 39.8957591146878), (43.448002277857896, 39.89910372108683), (43.447743704261136, 39.90567025485617), (43.45175698784582, 39.90889284712179), (43.45602904960948, 39.90554882166666), (43.45628778558607, 39.898981622931814), (43.45227429741446, 39.8957591146878)]",100,Сочи,building,apartments,43.44982750938191,39.90485272009917,150
"POLYGON ((39.8957591146878 43.45227429741446, 39.89910372108683 43.448002277857896, 39.90567025485617 43.447743704261136, 39.90889284712179 43.45175698784582, 39.90554882166666 43.45602904960948, 39.898981622931814 43.45628778558607, 39.8957591146878 43.45227429741446))","[(43.45227429741446, 39.8957591146878), (43.448002277857896, 39.89910372108683), (43.447743704261136, 39.90567025485617), (43.45175698784582, 39.90889284712179), (43.45602904960948, 39.90554882166666), (43.45628778558607, 39.898981622931814), (43.45227429741446, 39.8957591146878)]",100,Сочи,building,house,43.45108963863708,39.90474793210229,3
"POLYGON ((39.8957591146878 43.45227429741446, 39.89910372108683 43.448002277857896, 39.90567025485617 43.447743704261136, 39.90889284712179 43.45175698784582, 39.90554882166666 43.45602904960948, 39.898981622931814 43.45628778558607, 39.8957591146878 43.45227429741446))","[(43.45227429741446, 39.8957591146878), (43.448002277857896, 39.89910372108683), (43.447743704261136, 39.90567025485617), (43.45175698784582, 39.90889284712179), (43.45602904960948, 39.90554882166666), (43.45628778558607, 39.898981622931814), (43.45227429741446, 39.8957591146878)]",100,Сочи,building,house,43.451098510534266,39.90304970025056,3
"POLYGON ((39.8957591146878 43.45227429741446, 39.89910372108683 43.448002277857896, 39.90567025485617 43.447743704261136, 39.90889284712179 43.45175698784582, 39.90554882166666 43.45602904960948, 39.898981622931814 43.45628778558607, 39.8957591146878 43.45227429741446))","[(43.45227429741446, 39.8957591146878), (43.448002277857896, 39.89910372108683), (43.447743704261136, 39.90567025485617), (43.45175698784582, 39.90889284712179), (43.45602904960948, 39.90554882166666), (43.45628778558607, 39.898981622931814), (43.45227429741446, 39.8957591146878)]",100,Сочи,building,apartments,43.45152534550056,39.90774034004817,30
"POLYGON ((39.8957591146878 43.45227429741446, 39.89910372108683 43.448002277857896, 39.90567025485617 43.447743704261136, 39.90889284712179 43.45175698784582, 39.90554882166666 43.45602904960948, 39.898981622931814 43.45628778558607, 39.8957591146878 43.45227429741446))","[(43.45227429741446, 39.8957591146878), (43.448002277857896, 39.89910372108683), (43.447743704261136, 39.90567025485617), (43.45175698784582, 39.90889284712179), (43.45602904960948, 39.90554882166666), (43.45628778558607, 39.898981622931814), (43.45227429741446, 39.8957591146878)]",100,Сочи,building,house,43.451143930590725,39.903254768331394,3
"POLYGON ((39.8957591146878 43.45227429741446, 39.89910372108683 43.448002277857896, 39.90567025485617 43.447743704261136, 39.90889284712179 43.45175698784582, 39.90554882166666 43.45602904960948, 39.898981622931814 43.45628778558607, 39.8957591146878 43.45227429741446))","[(43.45227429741446, 39.8957591146878), (43.448002277857896, 39.89910372108683), (43.447743704261136, 39.90567025485617), (43.45175698784582, 39.90889284712179), (43.45602904960948, 39.90554882166666), (43.45628778558607, 39.898981622931814), (43.45227429741446, 39.8957591146878)]",100,Сочи,building,house,43.45116896163156,39.90300112451017,3
"POLYGON ((39.8957591146878 43.45227429741446, 39.89910372108683 43.448002277857896, 39.90567025485617 43.447743704261136, 39.90889284712179 43.45175698784582, 39.90554882166666 43.45602904960948, 39.898981622931814 43.45628778558607, 39.8957591146878 43.45227429741446))","[(43.45227429741446, 39.8957591146878), (43.448002277857896, 39.89910372108683), (43.447743704261136, 39.90567025485617), (43.45175698784582, 39.90889284712179), (43.45602904960948, 39.90554882166666), (43.45628778558607, 39.898981622931814), (43.45227429741446, 39.8957591146878)]",100,Сочи,building,house,43.4511756,39.9044774,3
"POLYGON ((39.8957591146878 43.45227429741446, 39.89910372108683 43.448002277857896, 39.90567025485617 43.447743704261136, 39.90889284712179 43.45175698784582, 39.90554882166666 43.45602904960948, 39.898981622931814 43.45628778558607, 39.8957591146878 43.45227429741446))","[(43.45227429741446, 39.8957591146878), (43.448002277857896, 39.89910372108683), (43.447743704261136, 39.90567025485617), (43.45175698784582, 39.90889284712179), (43.45602904960948, 39.90554882166666), (43.45628778558607, 39.898981622931814), (43.45227429741446, 39.8957591146878)]",100,Сочи,building,dormitory,43.45209232929255,39.9026436172556,30
"POLYGON ((39.8957591146878 43.45227429741446, 39.89910372108683 43.448002277857896, 39.90567025485617 43.447743704261136, 39.90889284712179 43.45175698784582, 39.90554882166666 43.45602904960948, 39.898981622931814 43.45628778558607, 39.8957591146878 43.45227429741446))","[(43.45227429741446, 39.8957591146878), (43.448002277857896, 39.89910372108683), (43.447743704261136, 39.90567025485617), (43.45175698784582, 39.90889284712179), (43.45602904960948, 39.90554882166666), (43.45628778558607, 39.898981622931814), (43.45227429741446, 39.8957591146878)]",100,Сочи,building,apartments,43.452539300000005,39.9066697,150
"POLYGON ((39.8957591146878 43.45227429741446, 39.89910372108683 43.448002277857896, 39.90567025485617 43.447743704261136, 39.90889284712179 43.45175698784582, 39.90554882166666 43.45602904960948, 39.898981622931814 43.45628778558607, 39.8957591146878 43.45227429741446))","[(43.45227429741446, 39.8957591146878), (43.448002277857896, 39.89910372108683), (43.447743704261136, 39.90567025485617), (43.45175698784582, 39.90889284712179), (43.45602904960948, 39.90554882166666), (43.45628778558607, 39.898981622931814), (43.45227429741446, 39.8957591146878)]",100,Сочи,building,dormitory,43.453020721731185,39.903400187159455,30
"POLYGON ((39.8957591146878 43.45227429741446, 39.89910372108683 43.448002277857896, 39.90567025485617 43.447743704261136, 39.90889284712179 43.45175698784582, 39.90554882166666 43.45602904960948, 39.898981622931814 43.45628778558607, 39.8957591146878 43.45227429741446))","[(43.45227429741446, 39.8957591146878), (43.448002277857896, 39.89910372108683), (43.447743704261136, 39.90567025485617), (43.45175698784582, 39.90889284712179), (43.45602904960948, 39.90554882166666), (43.45628778558607, 39.898981622931814), (43.45227429741446, 39.8957591146878)]",100,Сочи,building,apartments,43.453024161444624,39.904209143756795,60
"POLYGON ((39.8957591146878 43.45227429741446, 39.89910372108683 43.448002277857896, 39.90567025485617 43.447743704261136, 39.90889284712179 43.45175698784582, 39.90554882166666 43.45602904960948, 39.898981622931814 43.45628778558607, 39.8957591146878 43.45227429741446))","[(43.45227429741446, 39.8957591146878), (43.448002277857896, 39.89910372108683), (43.447743704261136, 39.90567025485617), (43.45175698784582, 39.90889284712179), (43.45602904960948, 39.90554882166666), (43.45628778558607, 39.898981622931814), (43.45227429741446, 39.8957591146878)]",100,Сочи,building,house,43.45368294161405,39.90359918864771,3
"POLYGON ((39.72882578857752 43.616011419117974, 39.73541395361148 43.615759039567074, 39.738638602531374 43.619771590231856, 39.73527499755188 43.62403672428375, 39.7286861632578 43.62428926351426, 39.72546160327439 43.620276509008605, 39.72882578857752 43.616011419117974))","[(43.616011419117974, 39.72882578857752), (43.615759039567074, 39.73541395361148), (43.619771590231856, 39.738638602531374), (43.62403672428375, 39.73527499755188), (43.62428926351426, 39.7286861632578), (43.620276509008605, 39.72546160327439), (43.616011419117974, 39.72882578857752)]",109,Сочи,building,house,43.618521966734,39.731841208475736,3
"POLYGON ((39.72882578857752 43.616011419117974, 39.73541395361148 43.615759039567074, 39.738638602531374 43.619771590231856, 39.73527499755188 43.62403672428375, 39.7286861632578 43.62428926351426, 39.72546160327439 43.620276509008605, 39.72882578857752 43.616011419117974))","[(43.616011419117974, 39.72882578857752), (43.615759039567074, 39.73541395361148), (43.619771590231856, 39.738638602531374), (43.62403672428375, 39.73527499755188), (43.62428926351426, 39.7286861632578), (43.620276509008605, 39.72546160327439), (43.616011419117974, 39.72882578857752)]",109,Сочи,building,house,43.618940900000005,39.73220605,3
"POLYGON ((39.72882578857752 43.616011419117974, 39.73541395361148 43.615759039567074, 39.738638602531374 43.619771590231856, 39.73527499755188 43.62403672428375, 39.7286861632578 43.62428926351426, 39.72546160327439 43.620276509008605, 39.72882578857752 43.616011419117974))","[(43.616011419117974, 39.72882578857752), (43.615759039567074, 39.73541395361148), (43.619771590231856, 39.738638602531374), (43.62403672428375, 39.73527499755188), (43.62428926351426, 39.7286861632578), (43.620276509008605, 39.72546160327439), (43.616011419117974, 39.72882578857752)]",109,Сочи,building,house,43.619184818821644,39.73238220601539,3
"POLYGON ((39.72882578857752 43.616011419117974, 39.73541395361148 43.615759039567074, 39.738638602531374 43.619771590231856, 39.73527499755188 43.62403672428375, 39.7286861632578 43.62428926351426, 39.72546160327439 43.620276509008605, 39.72882578857752 43.616011419117974))","[(43.616011419117974, 39.72882578857752), (43.615759039567074, 39.73541395361148), (43.619771590231856, 39.738638602531374), (43.62403672428375, 39.73527499755188), (43.62428926351426, 39.7286861632578), (43.620276509008605, 39.72546160327439), (43.616011419117974, 39.72882578857752)]",109,Сочи,building,house,43.61960475304625,39.732446183735135,3
"POLYGON ((39.72882578857752 43.616011419117974, 39.73541395361148 43.615759039567074, 39.738638602531374 43.619771590231856, 39.73527499755188 43.62403672428375, 39.7286861632578 43.62428926351426, 39.72546160327439 43.620276509008605, 39.72882578857752 43.616011419117974))","[(43.616011419117974, 39.72882578857752), (43.615759039567074, 39.73541395361148), (43.619771590231856, 39.738638602531374), (43.62403672428375, 39.73527499755188), (43.62428926351426, 39.7286861632578), (43.620276509008605, 39.72546160327439), (43.616011419117974, 39.72882578857752)]",109,Сочи,building,house,43.61973858502304,39.73195962854047,3
"POLYGON ((39.72882578857752 43.616011419117974, 39.73541395361148 43.615759039567074, 39.738638602531374 43.619771590231856, 39.73527499755188 43.62403672428375, 39.7286861632578 43.62428926351426, 39.72546160327439 43.620276509008605, 39.72882578857752 43.616011419117974))","[(43.616011419117974, 39.72882578857752), (43.615759039567074, 39.73541395361148), (43.619771590231856, 39.738638602531374), (43.62403672428375, 39.73527499755188), (43.62428926351426, 39.7286861632578), (43.620276509008605, 39.72546160327439), (43.616011419117974, 39.72882578857752)]",109,Сочи,building,house,43.62005396248385,39.73236257460933,3
"POLYGON ((39.72882578857752 43.616011419117974, 39.73541395361148 43.615759039567074, 39.738638602531374 43.619771590231856, 39.73527499755188 43.62403672428375, 39.7286861632578 43.62428926351426, 39.72546160327439 43.620276509008605, 39.72882578857752 43.616011419117974))","[(43.616011419117974, 39.72882578857752), (43.615759039567074, 39.73541395361148), (43.619771590231856, 39.738638602531374), (43.62403672428375, 39.73527499755188), (43.62428926351426, 39.7286861632578), (43.620276509008605, 39.72546160327439), (43.616011419117974, 39.72882578857752)]",109,Сочи,building,detached,43.62015195106166,39.73163721590679,3
"POLYGON ((39.72882578857752 43.616011419117974, 39.73541395361148 43.615759039567074, 39.738638602531374 43.619771590231856, 39.73527499755188 43.62403672428375, 39.7286861632578 43.62428926351426, 39.72546160327439 43.620276509008605, 39.72882578857752 43.616011419117974))","[(43.616011419117974, 39.72882578857752), (43.615759039567074, 39.73541395361148), (43.619771590231856, 39.738638602531374), (43.62403672428375, 39.73527499755188), (43.62428926351426, 39.7286861632578), (43.620276509008605, 39.72546160327439), (43.616011419117974, 39.72882578857752)]",109,Сочи,building,house,43.62044780000001,39.73233805,3
"POLYGON ((39.72882578857752 43.616011419117974, 39.73541395361148 43.615759039567074, 39.738638602531374 43.619771590231856, 39.73527499755188 43.62403672428375, 39.7286861632578 43.62428926351426, 39.72546160327439 43.620276509008605, 39.72882578857752 43.616011419117974))","[(43.616011419117974, 39.72882578857752), (43.615759039567074, 39.73541395361148), (43.619771590231856, 39.738638602531374), (43.62403672428375, 39.73527499755188), (43.62428926351426, 39.7286861632578), (43.620276509008605, 39.72546160327439), (43.616011419117974, 39.72882578857752)]",109,Сочи,building,apartments,43.61602603043461,39.728925910712974,120
"POLYGON ((39.72882578857752 43.616011419117974, 39.73541395361148 43.615759039567074, 39.738638602531374 43.619771590231856, 39.73527499755188 43.62403672428375, 39.7286861632578 43.62428926351426, 39.72546160327439 43.620276509008605, 39.72882578857752 43.616011419117974))","[(43.616011419117974, 39.72882578857752), (43.615759039567074, 39.73541395361148), (43.619771590231856, 39.738638602531374), (43.62403672428375, 39.73527499755188), (43.62428926351426, 39.7286861632578), (43.620276509008605, 39.72546160327439), (43.616011419117974, 39.72882578857752)]",109,Сочи,building,house,43.61631976668482,39.73001974909429,3
"POLYGON ((39.72882578857752 43.616011419117974, 39.73541395361148 43.615759039567074, 39.738638602531374 43.619771590231856, 39.73527499755188 43.62403672428375, 39.7286861632578 43.62428926351426, 39.72546160327439 43.620276509008605, 39.72882578857752 43.616011419117974))","[(43.616011419117974, 39.72882578857752), (43.615759039567074, 39.73541395361148), (43.619771590231856, 39.738638602531374), (43.62403672428375, 39.73527499755188), (43.62428926351426, 39.7286861632578), (43.620276509008605, 39.72546160327439), (43.616011419117974, 39.72882578857752)]",109,Сочи,building,house,43.616891244256216,39.72921907538575,3
"POLYGON ((39.72882578857752 43.616011419117974, 39.73541395361148 43.615759039567074, 39.738638602531374 43.619771590231856, 39.73527499755188 43.62403672428375, 39.7286861632578 43.62428926351426, 39.72546160327439 43.620276509008605, 39.72882578857752 43.616011419117974))","[(43.616011419117974, 39.72882578857752), (43.615759039567074, 39.73541395361148), (43.619771590231856, 39.738638602531374), (43.62403672428375, 39.73527499755188), (43.62428926351426, 39.7286861632578), (43.620276509008605, 39.72546160327439), (43.616011419117974, 39.72882578857752)]",109,Сочи,building,house,43.61735613420914,39.72958865134918,3
